415,445,480,515,555,590,630,680,730,760,810,860,910,Glucose
0,98;0,99;0,98;0,99;0,98;0,98;0,94;0,94;0,88;0,89;0,89;0,91;0,82;133
0,98;0,99;0,98;0,99;0,98;0,98;0,96;0,95;0,88;0,89;0,9;0,91;0,83;133
0,98;0,99;0,98;0,99;0,98;0,98;0,94;0,94;0,88;0,89;0,9;0,91;0,82;133
0,98;0,99;0,98;0,99;0,98;0,98;0,95;0,94;0,88;0,89;0,9;0,91;0,82;133
0,98;0,99;0,98;0,99;0,98;0,99;0,97;0,95;0,83;0,85;0,83;0,85;0,76;137
0,98;0,99;0,98;0,99;0,98;0,99;0,97;0,95;0,83;0,85;0,83;0,85;0,76;137
0,98;0,99;0,98;0,99;0,98;0,99;0,97;0,95;0,81;0,85;0,83;0,85;0,76;137
0,98;0,99;0,98;0,99;0,98;0,99;0,97;0,95;0,83;0,85;0,83;0,85;0,76;137
0,98;0,99;0,98;0,99;0,98;0,99;0,97;0,95;0,83;0,85;0,84;0,87;0,76;137
0,98;0,99;0,98;0,99;0,98;0,99;0,97;0,95;0,83;0,86;0,83;0,87;0,76;137
0,98;0,98;0,98;0,98;0,98;0,98;0,96;0,93;0,76;0,78;0,75;0,77;0,64;144
0,98;0,98;0,98;0,98;0,98;0,98;0,96;0,93;0,76;0,78;0,75;0,78;0,65;144
0,98;0,98;0,98;0,98;0,98;0,98;0,96;0,93;0,77;0,78;0,76;0,78;0,65;144
0,98;0,98;0,98;0,98;0,98;0,98;0,95;0,93;0,77;0,79;0,76;0,78;0,65;144
0,98;0,98;0,98;0,98;0,98;0,98;0,95;0,93;0,77;0,78;0,76;0,78;0,64;144
0,98;0,98;0,98;0,98;0,98;0,98;0,95;0,93;0,77;0,78;0,76;0,78;0,64;144
0,97;0,98;0,97;0,97;0,97;0,96;0,91;0,89;0,76;0,77;0,75;0,77;0,55;213
0,97;0,97;0,97;0,97;0,97;0,96;0,91;0,89;0,75;0,76;0,73;0,74;0,52;213
0,97;0,97;0,97;0,97;0,97;0,96;0,91;0,89;0,74;0,75;0,72;0,73;0,51;213
0,97;0,97;0,97;0,97;0,97;0,96;0,91;0,9;0,74;0,75;0,71;0,73;0,51;213
0,97;0,97;0,97;0,97;0,97;0,96;0,91;0,9;0,74;0,75;0,71;0,73;0,51;213
0,98;0,99;0,98;0,99;0,98;0,98;0,96;0,94;0,79;0,78;0,75;0,76;0,72;218
0,98;0,99;0,98;0,99;0,98;0,98;0,96;0,94;0,78;0,78;0,75;0,76;0,72;218
0,98;0,99;0,98;0,99;0,98;0,98;0,95;0,94;0,78;0,77;0,73;0,74;0,72;218
0,98;0,99;0,98;0,99;0,98;0,98;0,95;0,94;0,77;0,77;0,73;0,73;0,71;218
0,98;0,99;0,98;0,98;0,98;0,98;0,95;0,94;0,77;0,76;0,72;0,73;0,7;218
0,98;0,99;0,99;0,98;0,97;0,97;0,95;0,92;0,59;0,63;0,39;0,75;0,62;237
0,98;0,99;0,99;0,99;0,97;0,97;0,94;0,92;0,59;0,63;0,4;0,76;0,63;237
0,98;0,99;0,99;0,99;0,97;0,97;0,95;0,92;0,6;0,64;0,4;0,75;0,64;237
0,98;0,99;0,98;0,99;0,97;0,97;0,95;0,92;0,59;0,63;0,39;0,75;0,63;237
0,98;0,99;0,98;0,98;0,97;0,97;0,96;0,93;0,61;0,65;0,41;0,77;0,64;237
0,98;0,99;0,98;0,99;0,97;0,97;0,94;0,92;0,58;0,62;0,39;0,75;0,63;237
